id,houseLink,pictureurl,area,road,size,totlefloor,floor,year,room,hall,bath,totalprice,unitprice
96216A,https://www.sinyi.com.tw/buy/house/96216A/?breadcrumb=list,https://res.sinyi.com.tw/buy/96216A/smallimg/A.JPG,中山區,敬業二路,14.91,10,9,13.2,1,1,1,1480,99.26
94512X,https://www.sinyi.com.tw/buy/house/94512X/?breadcrumb=list,https://res.sinyi.com.tw/buy/94512X/smallimg/A.JPG,內湖區,新明路,115.74,14,4,10.9,4,2,3,5380,46.48
61065E,https://www.sinyi.com.tw/buy/house/61065E/?breadcrumb=list,https://res.sinyi.com.tw/buy/61065E/smallimg/A.JPG,中山區,復興南路一段,20.18,12,7,41.0,3,2,2,2188,108.42
86407A,https://www.sinyi.com.tw/buy/house/86407A/?breadcrumb=list,https://res.sinyi.com.tw/buy/86407A/smallimg/A.JPG,萬華區,環河南路三段,69.96,13,6,4.9,3,2,3,4280,61.18
20346M,https://www.sinyi.com.tw/buy/house/20346M/?breadcrumb=list,https://res.sinyi.com.tw/buy/20346M/smallimg/A.JPG,士林區,承德路四段,51.55,5,5,41.8,4,2,2,2800,54.32
53154B,https://www.sinyi.com.tw/buy/house/53154B/?breadcrumb=list,https://res.sinyi.com.tw/buy/53154B/smallimg/A.JPG,中山區,北安路,13.54,14,2,10.2,1,1,1,1388,102.51
38591E,https://www.sinyi.com.tw/buy/house/38591E/?breadcrumb=list,https://res.sinyi.com.tw/buy/38591E/smallimg/A.JPG,大安區,臥龍街,51.11,13,12,10.8,3,2,2,4050,79.24
36490L,https://www.sinyi.com.tw/buy/house/36490L/?breadcrumb=list,https://res.sinyi.com.tw/buy/36490L/smallimg/A.JPG,士林區,中山北路五段,67.22,12,7,35.0,3,2,2,5500,81.82
50404N,https://www.sinyi.com.tw/buy/house/50404N/?breadcrumb=list,https://res.sinyi.com.tw/buy/50404N/smallimg/A.JPG,信義區,忠孝東路五段,34.9,5,5,38.2,3,2,2,1950,55.87
99996E,https://www.sinyi.com.tw/buy/house/99996E/?breadcrumb=list,https://res.sinyi.com.tw/buy/99996E/smallimg/A.JPG,松山區,敦化南路一段,48.38,7,2,36.5,3,2,2,4980,102.94
96567J,https://www.sinyi.com.tw/buy/house/96567J/?breadcrumb=list,https://res.sinyi.com.tw/buy/96567J/smallimg/A.JPG,信義區,永吉路,37.2,9,8,10.5,1,2,1,3980,106.99
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/42092G/smallimg/A.JPG,中山區,林森北路,39.23,13,9,9.6,2,2,1,2960,75.45
29454J,https://www.sinyi.com.tw/buy/house/29454J/?breadcrumb=list,https://res.sinyi.com.tw/buy/29454J/smallimg/A.JPG,士林區,士東路,83.69,7,1,36.8,2,2,2,4380,52.34
13792T,https://www.sinyi.com.tw/buy/house/13792T/?breadcrumb=list,https://res.sinyi.com.tw/buy/13792T/smallimg/A.JPG,內湖區,安泰街,42.68,7,3,24.6,2,2,2,1900,44.52
71100E,https://www.sinyi.com.tw/buy/house/71100E/?breadcrumb=list,https://res.sinyi.com.tw/buy/71100E/smallimg/A.JPG,大安區,敦化南路一段,45.9,4,2,52.8,3,2,2,4398,95.82
50197B,https://www.sinyi.com.tw/buy/house/50197B/?breadcrumb=list,https://res.sinyi.com.tw/buy/50197B/smallimg/A.JPG,信義區,永吉路,74.01,14,4,3.2,4,2,2,5988,80.91
63773F,https://www.sinyi.com.tw/buy/house/63773F/?breadcrumb=list,https://res.sinyi.com.tw/buy/63773F/smallimg/A.JPG,中正區,寧波西街,110.47,14,3,8.3,3,2,2,11688,105.8
32935A,https://www.sinyi.com.tw/buy/house/32935A/?breadcrumb=list,https://res.sinyi.com.tw/buy/32935A/smallimg/A.JPG,中山區,龍江路,38.4,5,2,41.3,3,2,2,2900,75.52
68338U,https://www.sinyi.com.tw/buy/house/68338U/?breadcrumb=list,https://res.sinyi.com.tw/buy/68338U/smallimg/A.JPG,大安區,大安路一段,13.6,7,6,41.5,1,1,1,1290,94.85
75393S,https://www.sinyi.com.tw/buy/house/75393S/?breadcrumb=list,https://res.sinyi.com.tw/buy/75393S/smallimg/A.JPG,內湖區,內湖路三段,31.1,5,5,35.5,3,2,5,1383,44.47
84001V,https://www.sinyi.com.tw/buy/house/84001V/?breadcrumb=list,https://res.sinyi.com.tw/buy/84001V/smallimg/A.JPG,北投區,復興四路,40.18,6,1,44.5,3,2,2,2488,61.92
82764T,https://www.sinyi.com.tw/buy/house/82764T/?breadcrumb=list,https://res.sinyi.com.tw/buy/82764T/smallimg/A.JPG,內湖區,內湖路二段,26.93,5,5,35.1,3,2,2,1790,66.47
53687R,https://www.sinyi.com.tw/buy/house/53687R/?breadcrumb=list,https://res.sinyi.com.tw/buy/53687R/smallimg/A.JPG,北投區,中山路,23.93,8,4,39.2,2,2,1,850,35.52
59686T,https://www.sinyi.com.tw/buy/house/59686T/?breadcrumb=list,https://res.sinyi.com.tw/buy/59686T/smallimg/A.JPG,內湖區,康樂街,36.76,5,5,36.5,4,3,4,2098,57.07
89614Y,https://www.sinyi.com.tw/buy/house/89614Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/89614Y/smallimg/A.JPG,大安區,浦城街,34.08,5,5,40.9,3,2,2,2700,79.23
70179W,https://www.sinyi.com.tw/buy/house/70179W/?breadcrumb=list,https://res.sinyi.com.tw/buy/70179W/smallimg/A.JPG,北投區,中央北路三段,83.56,5,2,10.1,3,2,2,4130,49.43
07925U,https://www.sinyi.com.tw/buy/house/07925U/?breadcrumb=list,https://res.sinyi.com.tw/buy/07925U/smallimg/A.JPG,北投區,中央北路三段,78.85,5,2,10.1,4,2,2,3860,48.95
08039R,https://www.sinyi.com.tw/buy/house/08039R/?breadcrumb=list,https://res.sinyi.com.tw/buy/08039R/smallimg/A.JPG,中山區,民族東路,33.18,4,2,40.2,3,2,2,2088,62.93
77499Z,https://www.sinyi.com.tw/buy/house/77499Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/77499Z/smallimg/A.JPG,中山區,民生東路一段,24.52,11,6,28.9,2,2,1,1398,57.01
40425A,https://www.sinyi.com.tw/buy/house/40425A/?breadcrumb=list,https://res.sinyi.com.tw/buy/40425A/smallimg/A.JPG,士林區,葫蘆街,29.86,4,1,42.7,1,2,0,2268,75.95
26774X,https://www.sinyi.com.tw/buy/house/26774X/?breadcrumb=list,https://res.sinyi.com.tw/buy/26774X/smallimg/A.JPG,中山區,吉林路,30.81,4,4,46.5,2,2,2,2460,79.84
68820E,https://www.sinyi.com.tw/buy/house/68820E/?breadcrumb=list,https://res.sinyi.com.tw/buy/68820E/smallimg/A.JPG,松山區,寶清街,35.92,7,7,39.2,1,2,1,2588,72.05
82135R,https://www.sinyi.com.tw/buy/house/82135R/?breadcrumb=list,https://res.sinyi.com.tw/buy/82135R/smallimg/A.JPG,文山區,羅斯福路五段,41.25,16,4,23.6,3,2,2,2768,67.1
72092X,https://www.sinyi.com.tw/buy/house/72092X/?breadcrumb=list,https://res.sinyi.com.tw/buy/72092X/smallimg/A.JPG,中山區,通北街,49.65,9,1,22.9,3,2,1,2770,55.79
33150R,https://www.sinyi.com.tw/buy/house/33150R/?breadcrumb=list,https://res.sinyi.com.tw/buy/33150R/smallimg/A.JPG,信義區,永吉路,29.26,4,1,52.5,3,1,1,4380,149.69
15136W,https://www.sinyi.com.tw/buy/house/15136W/?breadcrumb=list,https://res.sinyi.com.tw/buy/15136W/smallimg/A.JPG,萬華區,康定路,29.63,26,15,4.9,2,1,1,1788,60.34
42323U,https://www.sinyi.com.tw/buy/house/42323U/?breadcrumb=list,https://res.sinyi.com.tw/buy/42323U/smallimg/A.JPG,中山區,明水路,156.37,14,3,18.0,4,2,3,13888,88.81
62753W,https://www.sinyi.com.tw/buy/house/62753W/?breadcrumb=list,https://res.sinyi.com.tw/buy/62753W/smallimg/A.JPG,士林區,後街,14.49,7,7,25.2,1,1,1,1150,79.37
72828L,https://www.sinyi.com.tw/buy/house/72828L/?breadcrumb=list,https://res.sinyi.com.tw/buy/72828L/smallimg/A.JPG,信義區,松信路,26.34,12,6,39.2,2,1,1,1928,73.2
55497D,https://www.sinyi.com.tw/buy/house/55497D/?breadcrumb=list,https://res.sinyi.com.tw/buy/55497D/smallimg/A.JPG,中山區,農安街,33.39,14,13,11.7,2,2,1,3480,104.22
16852F,https://www.sinyi.com.tw/buy/house/16852F/?breadcrumb=list,https://res.sinyi.com.tw/buy/16852F/smallimg/A.JPG,士林區,中山北路七段,74.29,7,1,37.9,4,2,3,4680,63.0
28062K,https://www.sinyi.com.tw/buy/house/28062K/?breadcrumb=list,https://res.sinyi.com.tw/buy/28062K/smallimg/A.JPG,內湖區,康寧路三段,44.81,9,9,30.5,3,2,2,2480,55.34
55181G,https://www.sinyi.com.tw/buy/house/55181G/?breadcrumb=list,https://res.sinyi.com.tw/buy/55181G/smallimg/A.JPG,文山區,福興路,21.79,5,2,37.5,2,2,1,835,38.32
79450A,https://www.sinyi.com.tw/buy/house/79450A/?breadcrumb=list,https://res.sinyi.com.tw/buy/79450A/smallimg/A.JPG,大安區,和平東路二段,41.4,6,3,7.9,1,2,2,4280,103.38
07217R,https://www.sinyi.com.tw/buy/house/07217R/?breadcrumb=list,https://res.sinyi.com.tw/buy/07217R/smallimg/A.JPG,北投區,光明路,50.79,24,15,3.6,2,2,2,3195,62.91
57513R,https://www.sinyi.com.tw/buy/house/57513R/?breadcrumb=list,https://res.sinyi.com.tw/buy/57513R/smallimg/A.JPG,士林區,至誠路一段,52.87,6,2,12.4,3,2,2,3880,73.39
91401Z,https://www.sinyi.com.tw/buy/house/91401Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/91401Z/smallimg/A.JPG,信義區,信義路五段,14.67,14,14,22.4,1,1,1,1750,119.29
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/60283B/smallimg/A.JPG,大同區,延平北路四段,54.13,13,13,4.7,1,2,2,3280,60.59
91357R,https://www.sinyi.com.tw/buy/house/91357R/?breadcrumb=list,https://res.sinyi.com.tw/buy/91357R/smallimg/A.JPG,士林區,中山北路七段,42.73,7,2,41.3,3,2,2,2600,60.85
90367S,https://www.sinyi.com.tw/buy/house/90367S/?breadcrumb=list,https://res.sinyi.com.tw/buy/90367S/smallimg/A.JPG,信義區,忠孝東路五段,36.81,5,5,31.9,3,2,2,2498,67.86
66537K,https://www.sinyi.com.tw/buy/house/66537K/?breadcrumb=list,https://res.sinyi.com.tw/buy/66537K/smallimg/A.JPG,士林區,華齡街,38.95,5,5,35.7,3,2,2,2380,61.1
75769G,https://www.sinyi.com.tw/buy/house/75769G/?breadcrumb=list,https://res.sinyi.com.tw/buy/75769G/smallimg/A.JPG,士林區,忠義街,33.34,5,5,37.9,3,2,2,1920,57.59
83267U,https://www.sinyi.com.tw/buy/house/83267U/?breadcrumb=list,https://res.sinyi.com.tw/buy/83267U/smallimg/A.JPG,內湖區,環山路一段,39.95,4,4,41.4,2,2,2,2500,62.58
62346M,https://www.sinyi.com.tw/buy/house/62346M/?breadcrumb=list,https://res.sinyi.com.tw/buy/62346M/smallimg/A.JPG,信義區,基隆路二段,30.63,12,12,38.0,3,2,1,2150,70.19
22027N,https://www.sinyi.com.tw/buy/house/22027N/?breadcrumb=list,https://res.sinyi.com.tw/buy/22027N/smallimg/A.JPG,北投區,裕民六路,25.76,5,4,43.3,2,2,1,1450,56.29
90098L,https://www.sinyi.com.tw/buy/house/90098L/?breadcrumb=list,https://res.sinyi.com.tw/buy/90098L/smallimg/A.JPG,中山區,中山北路二段,11.28,14,9,21.9,1,1,1,1175,104.17
90472V,https://www.sinyi.com.tw/buy/house/90472V/?breadcrumb=list,https://res.sinyi.com.tw/buy/90472V/smallimg/A.JPG,信義區,嘉興街,35.72,4,1,44.6,3,2,1,2600,72.79
80739A,https://www.sinyi.com.tw/buy/house/80739A/?breadcrumb=list,https://res.sinyi.com.tw/buy/80739A/smallimg/A.JPG,信義區,松平路,139.29,10,3,12.3,5,2,5,19800,142.15
58181C,https://www.sinyi.com.tw/buy/house/58181C/?breadcrumb=list,https://res.sinyi.com.tw/buy/58181C/smallimg/A.JPG,中山區,敬業二路,26.86,10,8,13.2,1,1,1,2388,88.91
10765W,https://www.sinyi.com.tw/buy/house/10765W/?breadcrumb=list,https://res.sinyi.com.tw/buy/10765W/smallimg/A.JPG,大同區,敦煌路,49.47,15,11,11.4,2,2,2,3200,64.69
20345L,https://www.sinyi.com.tw/buy/house/20345L/?breadcrumb=list,https://res.sinyi.com.tw/buy/20345L/smallimg/A.JPG,大安區,和平東路三段,69.89,12,6,41.4,1,1,2,5880,84.13
43480P,https://www.sinyi.com.tw/buy/house/43480P/?breadcrumb=list,https://res.sinyi.com.tw/buy/43480P/smallimg/A.JPG,信義區,祥雲街,53.83,7,7,39.9,3,2,2,2960,54.99
43177C,https://www.sinyi.com.tw/buy/house/43177C/?breadcrumb=list,https://res.sinyi.com.tw/buy/43177C/smallimg/A.JPG,萬華區,廣州街,21.51,4,1,47.7,4,1,4,1288,59.88
14846E,https://www.sinyi.com.tw/buy/house/14846E/?breadcrumb=list,https://res.sinyi.com.tw/buy/14846E/smallimg/A.JPG,大安區,師大路,53.5,7,3,17.7,4,2,2,6600,123.36
70874M,https://www.sinyi.com.tw/buy/house/70874M/?breadcrumb=list,https://res.sinyi.com.tw/buy/70874M/smallimg/A.JPG,北投區,立農街一段,33.24,5,5,40.7,3,2,5,1668,50.18
56894K,https://www.sinyi.com.tw/buy/house/56894K/?breadcrumb=list,https://res.sinyi.com.tw/buy/56894K/smallimg/A.JPG,中山區,民族東路,52.98,4,1,36.3,2,2,2,4450,83.99
48580F,https://www.sinyi.com.tw/buy/house/48580F/?breadcrumb=list,https://res.sinyi.com.tw/buy/48580F/smallimg/A.JPG,內湖區,陽光街,64.83,8,7,24.3,3,3,5,3688,56.89
70692D,https://www.sinyi.com.tw/buy/house/70692D/?breadcrumb=list,https://res.sinyi.com.tw/buy/70692D/smallimg/A.JPG,中山區,建國北路二段,15.48,15,6,32.8,1,1,1,1450,93.67
68817Y,https://www.sinyi.com.tw/buy/house/68817Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/68817Y/smallimg/A.JPG,信義區,吳興街,32.79,5,4,34.1,3,2,2,1580,48.19
64654R,https://www.sinyi.com.tw/buy/house/64654R/?breadcrumb=list,https://res.sinyi.com.tw/buy/64654R/smallimg/A.JPG,大安區,仁愛路四段,47.64,7,2,46.8,2,2,2,4980,104.53
13561H,https://www.sinyi.com.tw/buy/house/13561H/?breadcrumb=list,https://res.sinyi.com.tw/buy/13561H/smallimg/A.JPG,文山區,景興路,16.73,18,6,26.3,1,2,1,1188,71.01
82584T,https://www.sinyi.com.tw/buy/house/82584T/?breadcrumb=list,https://res.sinyi.com.tw/buy/82584T/smallimg/A.JPG,文山區,景華街,29.22,4,4,51.7,2,2,1,1768,60.51
31387H,https://www.sinyi.com.tw/buy/house/31387H/?breadcrumb=list,https://res.sinyi.com.tw/buy/31387H/smallimg/A.JPG,中山區,北安路,13.99,14,5,10.2,1,1,1,1400,100.07
97514M,https://www.sinyi.com.tw/buy/house/97514M/?breadcrumb=list,https://res.sinyi.com.tw/buy/97514M/smallimg/A.JPG,信義區,吳興街,21.86,5,5,42.9,3,2,2,1450,66.33
57039P,https://www.sinyi.com.tw/buy/house/57039P/?breadcrumb=list,https://res.sinyi.com.tw/buy/57039P/smallimg/A.JPG,信義區,仁愛路四段,60.98,15,13,8.1,4,2,2,10888,178.55
58681W,https://www.sinyi.com.tw/buy/house/58681W/?breadcrumb=list,https://res.sinyi.com.tw/buy/58681W/smallimg/A.JPG,士林區,福港街,34.04,4,2,45.5,3,2,2,2180,64.04
95515B,https://www.sinyi.com.tw/buy/house/95515B/?breadcrumb=list,https://res.sinyi.com.tw/buy/95515B/smallimg/A.JPG,士林區,天母西路,29.58,7,4,10.8,2,1,1,2680,90.6
93546E,https://www.sinyi.com.tw/buy/house/93546E/?breadcrumb=list,https://res.sinyi.com.tw/buy/93546E/smallimg/A.JPG,松山區,復興南路一段,18.84,14,3,42.1,2,1,1,1880,99.79
35255X,https://www.sinyi.com.tw/buy/house/35255X/?breadcrumb=list,https://res.sinyi.com.tw/buy/35255X/smallimg/A.JPG,萬華區,康定路,17.64,26,13,4.9,1,1,1,1300,73.7
79501R,https://www.sinyi.com.tw/buy/house/79501R/?breadcrumb=list,https://res.sinyi.com.tw/buy/79501R/smallimg/A.JPG,萬華區,西昌街,48.15,7,1,30.5,1,1,1,4500,93.46
82432N,https://www.sinyi.com.tw/buy/house/82432N/?breadcrumb=list,https://res.sinyi.com.tw/buy/82432N/smallimg/A.JPG,大安區,瑞安街,19.58,7,7,5.8,2,1,1,2525,128.96
02833C,https://www.sinyi.com.tw/buy/house/02833C/?breadcrumb=list,https://res.sinyi.com.tw/buy/02833C/smallimg/A.JPG,松山區,寶清街,17.96,5,3,24.5,1,1,1,1320,73.5
84317P,https://www.sinyi.com.tw/buy/house/84317P/?breadcrumb=list,https://res.sinyi.com.tw/buy/84317P/smallimg/A.JPG,士林區,文昌路,40.21,4,3,47.3,4,2,2,2380,59.19
84882P,https://www.sinyi.com.tw/buy/house/84882P/?breadcrumb=list,https://res.sinyi.com.tw/buy/84882P/smallimg/A.JPG,中正區,新生南路一段,40.28,7,3,11.9,2,2,2,3888,96.52
76552F,https://www.sinyi.com.tw/buy/house/76552F/?breadcrumb=list,https://res.sinyi.com.tw/buy/76552F/smallimg/A.JPG,松山區,南京東路四段,16.08,12,12,38.0,2,1,1,1600,99.5
46226B,https://www.sinyi.com.tw/buy/house/46226B/?breadcrumb=list,https://res.sinyi.com.tw/buy/46226B/smallimg/A.JPG,中正區,羅斯福路四段,90.48,15,15,15.2,5,2,3,9860,108.97
21084P,https://www.sinyi.com.tw/buy/house/21084P/?breadcrumb=list,https://res.sinyi.com.tw/buy/21084P/smallimg/A.JPG,文山區,仙岩路,8.97,8,4,27.2,1,1,1,498,55.52
85250B,https://www.sinyi.com.tw/buy/house/85250B/?breadcrumb=list,https://res.sinyi.com.tw/buy/85250B/smallimg/A.JPG,中山區,民族東路,46.19,5,5,34.1,4,2,2,2680,58.02
36789Q,https://www.sinyi.com.tw/buy/house/36789Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/36789Q/smallimg/A.JPG,中山區,天祥路,28.98,12,8,4.5,1,1,1,2530,87.3
27310A,https://www.sinyi.com.tw/buy/house/27310A/?breadcrumb=list,https://res.sinyi.com.tw/buy/27310A/smallimg/A.JPG,中山區,明水路,107.22,10,7,10.1,3,2,3,12990,121.15
15222Z,https://www.sinyi.com.tw/buy/house/15222Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/15222Z/smallimg/A.JPG,信義區,虎林街,24.16,4,3,46.7,2,2,1,2088,86.42
21670C,https://www.sinyi.com.tw/buy/house/21670C/?breadcrumb=list,https://res.sinyi.com.tw/buy/21670C/smallimg/A.JPG,信義區,永吉路,91.99,14,2,25.4,1,1,1,5980,65.01
38321U,https://www.sinyi.com.tw/buy/house/38321U/?breadcrumb=list,https://res.sinyi.com.tw/buy/38321U/smallimg/A.JPG,南港區,忠孝東路六段,28.4,12,12,14.1,1,1,1,2180,76.76
22924A,https://www.sinyi.com.tw/buy/house/22924A/?breadcrumb=list,https://res.sinyi.com.tw/buy/22924A/smallimg/A.JPG,松山區,八德路四段,46.71,13,11,14.3,1,2,2,3980,85.21
14140E,https://www.sinyi.com.tw/buy/house/14140E/?breadcrumb=list,https://res.sinyi.com.tw/buy/14140E/smallimg/A.JPG,南港區,松河街,96.79,9,2,8.5,3,2,3,5820,60.13
11342S,https://www.sinyi.com.tw/buy/house/11342S/?breadcrumb=list,https://res.sinyi.com.tw/buy/11342S/smallimg/A.JPG,士林區,至善路二段,26.82,3,3,49.9,3,2,2,1366,50.93
76899K,https://www.sinyi.com.tw/buy/house/76899K/?breadcrumb=list,https://res.sinyi.com.tw/buy/76899K/smallimg/A.JPG,內湖區,金莊路,56.17,11,8,9.2,2,2,2,3158,56.22
17718B,https://www.sinyi.com.tw/buy/house/17718B/?breadcrumb=list,https://res.sinyi.com.tw/buy/17718B/smallimg/A.JPG,文山區,萬寧街,45.83,12,1,23.4,3,2,2,1088,23.74
30000E,https://www.sinyi.com.tw/buy/house/30000E/?breadcrumb=list,https://res.sinyi.com.tw/buy/30000E/smallimg/A.JPG,信義區,祥雲街,42.32,7,7,39.9,2,2,2,2328,55.01
11782R,https://www.sinyi.com.tw/buy/house/11782R/?breadcrumb=list,https://res.sinyi.com.tw/buy/11782R/smallimg/A.JPG,北投區,溫泉路,8.89,7,5,43.4,1,1,1,550,61.87
59501Q,https://www.sinyi.com.tw/buy/house/59501Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/59501Q/smallimg/A.JPG,萬華區,峨眉街,21.98,6,3,33.4,1,2,1,1480,67.33
66898H,https://www.sinyi.com.tw/buy/house/66898H/?breadcrumb=list,https://res.sinyi.com.tw/buy/66898H/smallimg/A.JPG,北投區,石牌路二段,47.44,6,6,29.8,4,2,2,3788,79.85
36812R,https://www.sinyi.com.tw/buy/house/36812R/?breadcrumb=list,https://res.sinyi.com.tw/buy/36812R/smallimg/A.JPG,士林區,葫蘆街,22.91,4,4,47.4,2,2,1,1380,60.24
48653L,https://www.sinyi.com.tw/buy/house/48653L/?breadcrumb=list,https://res.sinyi.com.tw/buy/48653L/smallimg/A.JPG,大安區,金華街,34.17,4,3,54.6,5,1,5,4500,131.69
71627Y,https://www.sinyi.com.tw/buy/house/71627Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/71627Y/smallimg/A.JPG,內湖區,行善路,66.82,13,4,12.2,4,2,2,4888,73.15
08006K,https://www.sinyi.com.tw/buy/house/08006K/?breadcrumb=list,https://res.sinyi.com.tw/buy/08006K/smallimg/A.JPG,文山區,辛亥路六段,33.53,5,1,38.0,3,2,2,1650,49.21
60029C,https://www.sinyi.com.tw/buy/house/60029C/?breadcrumb=list,https://res.sinyi.com.tw/buy/60029C/smallimg/A.JPG,內湖區,康樂街,30.74,5,1,36.4,1,1,0,2400,78.07
81785C,https://www.sinyi.com.tw/buy/house/81785C/?breadcrumb=list,https://res.sinyi.com.tw/buy/81785C/smallimg/A.JPG,萬華區,環河南路二段,49.72,4,4,46.5,5,2,2,1830,36.81
65503W,https://www.sinyi.com.tw/buy/house/65503W/?breadcrumb=list,https://res.sinyi.com.tw/buy/65503W/smallimg/A.JPG,中正區,中華路一段,21.03,12,11,37.6,1,1,1,1890,89.87
05718N,https://www.sinyi.com.tw/buy/house/05718N/?breadcrumb=list,https://res.sinyi.com.tw/buy/05718N/smallimg/A.JPG,中山區,建國北路三段,46.83,5,4,27.8,3,2,2,2600,55.52
20369D,https://www.sinyi.com.tw/buy/house/20369D/?breadcrumb=list,https://res.sinyi.com.tw/buy/20369D/smallimg/A.JPG,士林區,士東路,108.14,7,7,10.3,2,2,3,7280,67.32
01071R,https://www.sinyi.com.tw/buy/house/01071R/?breadcrumb=list,https://res.sinyi.com.tw/buy/01071R/smallimg/A.JPG,中山區,吉林路,178.32,15,4,6.8,3,2,3,14500,81.31
30948C,https://www.sinyi.com.tw/buy/house/30948C/?breadcrumb=list,https://res.sinyi.com.tw/buy/30948C/smallimg/A.JPG,中山區,松江路,19.51,6,6,5.0,1,1,1,2200,112.76
87115C,https://www.sinyi.com.tw/buy/house/87115C/?breadcrumb=list,https://res.sinyi.com.tw/buy/87115C/smallimg/A.JPG,士林區,通河街,35.77,5,3,38.0,3,2,2,2500,69.89
82885S,https://www.sinyi.com.tw/buy/house/82885S/?breadcrumb=list,https://res.sinyi.com.tw/buy/82885S/smallimg/A.JPG,大安區,建國南路二段,15.83,25,1,32.1,1,1,1,2100,132.66
68318D,https://www.sinyi.com.tw/buy/house/68318D/?breadcrumb=list,https://res.sinyi.com.tw/buy/68318D/smallimg/A.JPG,大安區,忠孝東路四段,12.64,11,5,38.3,1,1,1,1580,125.0
51836P,https://www.sinyi.com.tw/buy/house/51836P/?breadcrumb=list,https://res.sinyi.com.tw/buy/51836P/smallimg/A.JPG,信義區,松勤街,14.9,19,9,13.2,1,1,1,2220,148.99
66203J,https://www.sinyi.com.tw/buy/house/66203J/?breadcrumb=list,https://res.sinyi.com.tw/buy/66203J/smallimg/A.JPG,大安區,復興南路二段,44.86,7,6,38.5,4,2,2,4398,98.04
64335D,https://www.sinyi.com.tw/buy/house/64335D/?breadcrumb=list,https://res.sinyi.com.tw/buy/64335D/smallimg/A.JPG,大安區,通化街,40.3,5,5,30.5,3,2,2,2880,71.46
24623J,https://www.sinyi.com.tw/buy/house/24623J/?breadcrumb=list,https://res.sinyi.com.tw/buy/24623J/smallimg/A.JPG,大安區,通安街,31.73,9,5,8.9,1,1,1,3888,122.53
40251W,https://www.sinyi.com.tw/buy/house/40251W/?breadcrumb=list,https://res.sinyi.com.tw/buy/40251W/smallimg/A.JPG,士林區,中社路二段,20.81,4,2,45.0,3,1,1,880,42.29
71403G,https://www.sinyi.com.tw/buy/house/71403G/?breadcrumb=list,https://res.sinyi.com.tw/buy/71403G/smallimg/A.JPG,中正區,水源路,63.89,13,9,3.0,4,2,2,5859,91.7
55868C,https://www.sinyi.com.tw/buy/house/55868C/?breadcrumb=list,https://res.sinyi.com.tw/buy/55868C/smallimg/A.JPG,士林區,中山北路七段,96.86,8,7,36.3,1,2,3,7300,75.37
82947U,https://www.sinyi.com.tw/buy/house/82947U/?breadcrumb=list,https://res.sinyi.com.tw/buy/82947U/smallimg/A.JPG,南港區,重陽路,84.24,8,8,14.3,3,2,2,4500,53.42
03685G,https://www.sinyi.com.tw/buy/house/03685G/?breadcrumb=list,https://res.sinyi.com.tw/buy/03685G/smallimg/A.JPG,內湖區,文德路,30.6,5,5,39.4,3,2,2,2088,68.24
09017T,https://www.sinyi.com.tw/buy/house/09017T/?breadcrumb=list,https://res.sinyi.com.tw/buy/09017T/smallimg/A.JPG,北投區,文林北路,62.19,23,11,6.1,3,2,2,5145,82.73
97154Q,https://www.sinyi.com.tw/buy/house/97154Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/97154Q/smallimg/A.JPG,北投區,珠海路,63.55,14,4,13.1,3,2,2,3180,50.04
49473X,https://www.sinyi.com.tw/buy/house/49473X/?breadcrumb=list,https://res.sinyi.com.tw/buy/49473X/smallimg/A.JPG,信義區,吳興街,22.96,11,6,7.2,1,1,2,1680,73.17
13738J,https://www.sinyi.com.tw/buy/house/13738J/?breadcrumb=list,https://res.sinyi.com.tw/buy/13738J/smallimg/A.JPG,大同區,華亭街,22.46,11,11,10.4,1,1,1,1500,66.79
07064G,https://www.sinyi.com.tw/buy/house/07064G/?breadcrumb=list,https://res.sinyi.com.tw/buy/07064G/smallimg/A.JPG,中山區,建國北路一段,40.98,12,5,35.7,4,2,2,3524,85.99
58140R,https://www.sinyi.com.tw/buy/house/58140R/?breadcrumb=list,https://res.sinyi.com.tw/buy/58140R/smallimg/A.JPG,中山區,松江路,32.54,7,2,4.2,1,1,1,3110,95.57
71667Q,https://www.sinyi.com.tw/buy/house/71667Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/71667Q/smallimg/A.JPG,松山區,八德路三段,28.25,4,4,47.5,2,2,1,2250,79.65
97358P,https://www.sinyi.com.tw/buy/house/97358P/?breadcrumb=list,https://res.sinyi.com.tw/buy/97358P/smallimg/A.JPG,信義區,松隆路,50.69,7,7,39.6,4,2,2,3800,74.97
75674T,https://www.sinyi.com.tw/buy/house/75674T/?breadcrumb=list,https://res.sinyi.com.tw/buy/75674T/smallimg/A.JPG,大安區,市民大道四段,43.58,7,6,37.3,3,2,3,3480,79.85
