id,houseLink,pictureurl,area,road,size,totlefloor,floor,year,room,hall,bath,totalprice,unitprice
69040P,https://www.sinyi.com.tw/buy/house/69040P/?breadcrumb=list,https://res.sinyi.com.tw/buy/69040P/smallimg/A.JPG,中山區,錦州街,5.48,10,6,41.8,1,1,1,438,79.93
35921E,https://www.sinyi.com.tw/buy/house/35921E/?breadcrumb=list,https://res.sinyi.com.tw/buy/35921E/smallimg/A.JPG,文山區,辛亥路四段,39.71,10,4,2.4,2,2,1,2698,67.94
45377J,https://www.sinyi.com.tw/buy/house/45377J/?breadcrumb=list,https://res.sinyi.com.tw/buy/45377J/smallimg/A.JPG,萬華區,中華路二段,32.7,12,12,34.0,3,2,5,2420,74.01
07521Z,https://www.sinyi.com.tw/buy/house/07521Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/07521Z/smallimg/A.JPG,大安區,光復南路,41.46,6,2,44.6,4,2,2,4580,110.47
06616X,https://www.sinyi.com.tw/buy/house/06616X/?breadcrumb=list,https://res.sinyi.com.tw/buy/06616X/smallimg/A.JPG,中山區,北安路,38.16,9,7,23.4,3,2,2,4058,106.34
12705W,https://www.sinyi.com.tw/buy/house/12705W/?breadcrumb=list,https://res.sinyi.com.tw/buy/12705W/smallimg/A.JPG,內湖區,成功路三段,111.25,8,1,7.8,4,2,3,8800,79.1
06348V,https://www.sinyi.com.tw/buy/house/06348V/?breadcrumb=list,https://res.sinyi.com.tw/buy/06348V/smallimg/A.JPG,士林區,天母西路,129.14,10,9,8.1,3,2,2,12800,99.12
87098K,https://www.sinyi.com.tw/buy/house/87098K/?breadcrumb=list,https://res.sinyi.com.tw/buy/87098K/smallimg/A.JPG,南港區,研究院路一段,62.8,18,15,22.4,2,2,2,4800,76.43
48338N,https://www.sinyi.com.tw/buy/house/48338N/?breadcrumb=list,https://res.sinyi.com.tw/buy/48338N/smallimg/A.JPG,文山區,興隆路三段,41.17,5,3,39.1,3,2,2,1480,35.95
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/64739G/smallimg/A.JPG,萬華區,康定路,39.62,10,3,38.9,2,3,1,1980,49.97
87610A,https://www.sinyi.com.tw/buy/house/87610A/?breadcrumb=list,https://res.sinyi.com.tw/buy/87610A/smallimg/A.JPG,內湖區,內湖路一段,29.38,5,5,40.9,3,2,2,1680,57.18
27611Z,https://www.sinyi.com.tw/buy/house/27611Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/27611Z/smallimg/A.JPG,中山區,民生東路二段,75.93,14,9,7.3,3,2,2,7058,92.95
67702S,https://www.sinyi.com.tw/buy/house/67702S/?breadcrumb=list,https://res.sinyi.com.tw/buy/67702S/smallimg/A.JPG,文山區,辛亥路四段,39.67,10,2,2.4,2,2,1,2638,66.5
89054B,https://www.sinyi.com.tw/buy/house/89054B/?breadcrumb=list,https://res.sinyi.com.tw/buy/89054B/smallimg/A.JPG,內湖區,大湖山莊街,47.91,14,6,12.3,3,2,2,3200,66.79
75656E,https://www.sinyi.com.tw/buy/house/75656E/?breadcrumb=list,https://res.sinyi.com.tw/buy/75656E/smallimg/A.JPG,南港區,經貿二路,100.4,21,4,6.3,3,2,3,9788,97.49
87739D,https://www.sinyi.com.tw/buy/house/87739D/?breadcrumb=list,https://res.sinyi.com.tw/buy/87739D/smallimg/A.JPG,文山區,保儀路,69.27,24,7,6.7,3,2,2,4288,61.9
59824J,https://www.sinyi.com.tw/buy/house/59824J/?breadcrumb=list,https://res.sinyi.com.tw/buy/59824J/smallimg/A.JPG,文山區,辛亥路四段,39.67,10,3,2.4,2,2,1,2668,67.25
35630J,https://www.sinyi.com.tw/buy/house/35630J/?breadcrumb=list,https://res.sinyi.com.tw/buy/35630J/smallimg/A.JPG,中山區,北安路,71.06,6,6,27.6,3,2,5,4858,68.36
41620N,https://www.sinyi.com.tw/buy/house/41620N/?breadcrumb=list,https://res.sinyi.com.tw/buy/41620N/smallimg/A.JPG,北投區,中和街,31.93,4,2,45.8,3,2,1,1380,43.22
52799M,https://www.sinyi.com.tw/buy/house/52799M/?breadcrumb=list,https://res.sinyi.com.tw/buy/52799M/smallimg/A.JPG,北投區,新民路,58.17,7,2,21.3,3,2,2,2088,35.89
21503J,https://www.sinyi.com.tw/buy/house/21503J/?breadcrumb=list,https://res.sinyi.com.tw/buy/21503J/smallimg/A.JPG,大同區,重慶北路二段,8.06,12,10,37.5,1,1,1,888,110.17
73104L,https://www.sinyi.com.tw/buy/house/73104L/?breadcrumb=list,https://res.sinyi.com.tw/buy/73104L/smallimg/A.JPG,松山區,復興北路,33.21,5,5,35.2,3,2,2,3588,108.04
91272R,https://www.sinyi.com.tw/buy/house/91272R/?breadcrumb=list,https://res.sinyi.com.tw/buy/91272R/smallimg/A.JPG,信義區,基隆路二段,32.71,15,10,6.4,1,1,1,3280,100.28
31056Z,https://www.sinyi.com.tw/buy/house/31056Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/31056Z/smallimg/A.JPG,內湖區,金豐街,33.85,10,7,10.3,2,2,1,1650,48.74
43765F,https://www.sinyi.com.tw/buy/house/43765F/?breadcrumb=list,https://res.sinyi.com.tw/buy/43765F/smallimg/A.JPG,中山區,新生北路三段,84.91,9,8,11.4,4,2,2,6800,80.08
63359H,https://www.sinyi.com.tw/buy/house/63359H/?breadcrumb=list,https://res.sinyi.com.tw/buy/63359H/smallimg/A.JPG,士林區,福志路,66.24,12,10,7.0,3,2,3,6380,96.32
42652W,https://www.sinyi.com.tw/buy/house/42652W/?breadcrumb=list,https://res.sinyi.com.tw/buy/42652W/smallimg/A.JPG,中山區,長安東路二段,34.59,12,12,38.1,1,1,2,2688,77.71
99066F,https://www.sinyi.com.tw/buy/house/99066F/?breadcrumb=list,https://res.sinyi.com.tw/buy/99066F/smallimg/A.JPG,松山區,三民路,67.45,14,3,14.2,4,2,2,4860,72.05
37264Q,https://www.sinyi.com.tw/buy/house/37264Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/37264Q/smallimg/A.JPG,士林區,忠誠路二段,123.64,11,3,10.2,4,2,4,12000,97.06
25098G,https://www.sinyi.com.tw/buy/house/25098G/?breadcrumb=list,https://res.sinyi.com.tw/buy/25098G/smallimg/A.JPG,中正區,仁愛路二段,44.6,15,2,12.1,2,2,2,6600,147.98
97943H,https://www.sinyi.com.tw/buy/house/97943H/?breadcrumb=list,https://res.sinyi.com.tw/buy/97943H/smallimg/A.JPG,中山區,基湖路,55.85,6,5,17.6,4,2,2,5588,100.05
00178J,https://www.sinyi.com.tw/buy/house/00178J/?breadcrumb=list,https://res.sinyi.com.tw/buy/00178J/smallimg/A.JPG,松山區,撫遠街,27.38,4,2,46.0,3,2,1,1780,65.01
87949P,https://www.sinyi.com.tw/buy/house/87949P/?breadcrumb=list,https://res.sinyi.com.tw/buy/87949P/smallimg/A.JPG,中山區,朱崙街,56.16,11,9,6.6,3,2,2,7688,136.89
08268M,https://www.sinyi.com.tw/buy/house/08268M/?breadcrumb=list,https://res.sinyi.com.tw/buy/08268M/smallimg/A.JPG,中正區,和平西路二段,35.36,10,7,6.0,2,2,1,2880,81.45
07980Y,https://www.sinyi.com.tw/buy/house/07980Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/07980Y/smallimg/A.JPG,南港區,同德路,34.2,7,3,36.7,3,2,2,2360,69.01
49736B,https://www.sinyi.com.tw/buy/house/49736B/?breadcrumb=list,https://res.sinyi.com.tw/buy/49736B/smallimg/A.JPG,中山區,新生北路二段,36.17,12,3,4.8,2,2,1,2280,63.04
20683Q,https://www.sinyi.com.tw/buy/house/20683Q/?breadcrumb=list,https://res.sinyi.com.tw/buy/20683Q/smallimg/A.JPG,南港區,研究院路二段,57.04,5,3,7.6,3,2,2,3238,56.77
00565X,https://www.sinyi.com.tw/buy/house/00565X/?breadcrumb=list,https://res.sinyi.com.tw/buy/00565X/smallimg/A.JPG,士林區,中山北路七段,46.27,7,3,43.5,4,2,2,3980,86.02
40839Y,https://www.sinyi.com.tw/buy/house/40839Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/40839Y/smallimg/A.JPG,內湖區,內湖路一段,94.14,14,2,9.4,3,2,3,7500,79.67
79151T,https://www.sinyi.com.tw/buy/house/79151T/?breadcrumb=list,https://res.sinyi.com.tw/buy/79151T/smallimg/A.JPG,信義區,基隆路二段,50.03,15,3,10.5,2,2,1,3780,75.55
21152E,https://www.sinyi.com.tw/buy/house/21152E/?breadcrumb=list,https://res.sinyi.com.tw/buy/21152E/smallimg/A.JPG,大安區,大安路二段,25.63,4,4,46.3,3,2,2,2998,116.97
88036A,https://www.sinyi.com.tw/buy/house/88036A/?breadcrumb=list,https://res.sinyi.com.tw/buy/88036A/smallimg/A.JPG,萬華區,興義街,34.31,4,3,51.7,2,2,2,2000,58.29
88490A,https://www.sinyi.com.tw/buy/house/88490A/?breadcrumb=list,https://res.sinyi.com.tw/buy/88490A/smallimg/A.JPG,文山區,興隆路三段,36.24,5,5,36.6,3,2,1,998,27.54
90010W,https://www.sinyi.com.tw/buy/house/90010W/?breadcrumb=list,https://res.sinyi.com.tw/buy/90010W/smallimg/A.JPG,中山區,堤頂大道二段,61.92,12,12,13.9,4,2,2,6658,107.53
93663W,https://www.sinyi.com.tw/buy/house/93663W/?breadcrumb=list,https://res.sinyi.com.tw/buy/93663W/smallimg/A.JPG,大同區,重慶北路一段,52.16,12,5,32.4,4,2,2,3400,65.18
08203J,https://www.sinyi.com.tw/buy/house/08203J/?breadcrumb=list,https://res.sinyi.com.tw/buy/08203J/smallimg/A.JPG,萬華區,青年路,11.61,5,5,45.8,2,1,1,630,54.26
14775N,https://www.sinyi.com.tw/buy/house/14775N/?breadcrumb=list,https://res.sinyi.com.tw/buy/14775N/smallimg/A.JPG,文山區,興隆路一段,95.75,9,7,9.1,3,2,3,6988,72.98
75603J,https://www.sinyi.com.tw/buy/house/75603J/?breadcrumb=list,https://res.sinyi.com.tw/buy/75603J/smallimg/A.JPG,大安區,仁愛路四段,40.57,14,4,37.6,3,2,2,5696,140.4
10423L,https://www.sinyi.com.tw/buy/house/10423L/?breadcrumb=list,https://res.sinyi.com.tw/buy/10423L/smallimg/A.JPG,大同區,承德路三段,20.96,7,3,0.5,1,1,1,1750,83.49
69891J,https://www.sinyi.com.tw/buy/house/69891J/?breadcrumb=list,https://res.sinyi.com.tw/buy/69891J/smallimg/A.JPG,信義區,永吉路,73.37,11,10,7.8,3,2,2,8888,121.14
93690B,https://www.sinyi.com.tw/buy/house/93690B/?breadcrumb=list,https://res.sinyi.com.tw/buy/93690B/smallimg/A.JPG,中正區,泉州街,37.73,10,7,42.3,3,2,2,2888,76.54
63774F,https://www.sinyi.com.tw/buy/house/63774F/?breadcrumb=list,https://res.sinyi.com.tw/buy/63774F/smallimg/A.JPG,中山區,農安街,38.84,12,12,35.0,3,2,1,3188,82.08
26806U,https://www.sinyi.com.tw/buy/house/26806U/?breadcrumb=list,https://res.sinyi.com.tw/buy/26806U/smallimg/A.JPG,松山區,南京東路五段,28.81,6,1,48.4,3,2,2,3600,124.96
25262P,https://www.sinyi.com.tw/buy/house/25262P/?breadcrumb=list,https://res.sinyi.com.tw/buy/25262P/smallimg/A.JPG,萬華區,萬大路,13.88,5,3,46.0,1,1,1,750,54.03
63627Y,https://www.sinyi.com.tw/buy/house/63627Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/63627Y/smallimg/A.JPG,中正區,汀州路三段,71.67,10,4,7.9,4,2,2,6388,89.13
31796M,https://www.sinyi.com.tw/buy/house/31796M/?breadcrumb=list,https://res.sinyi.com.tw/buy/31796M/smallimg/A.JPG,大安區,忠孝東路四段,15.7,7,3,45.4,1,2,1,2350,149.68
18051N,https://www.sinyi.com.tw/buy/house/18051N/?breadcrumb=list,https://res.sinyi.com.tw/buy/18051N/smallimg/A.JPG,中正區,信義路二段,59.22,13,2,14.6,2,2,1,7500,126.65
73113N,https://www.sinyi.com.tw/buy/house/73113N/?breadcrumb=list,https://res.sinyi.com.tw/buy/73113N/smallimg/A.JPG,北投區,行義路,79.11,12,7,11.7,3,2,2,6600,83.43
39163J,https://www.sinyi.com.tw/buy/house/39163J/?breadcrumb=list,https://res.sinyi.com.tw/buy/39163J/smallimg/A.JPG,大安區,仁愛路四段,53.55,11,8,31.6,2,1,1,5758,107.53
03040D,https://www.sinyi.com.tw/buy/house/03040D/?breadcrumb=list,https://res.sinyi.com.tw/buy/03040D/smallimg/A.JPG,大安區,仁愛路四段,61.51,11,8,31.6,1,2,1,6668,108.41
82080P,https://www.sinyi.com.tw/buy/house/82080P/?breadcrumb=list,https://res.sinyi.com.tw/buy/82080P/smallimg/A.JPG,內湖區,江南街,46.75,5,3,40.1,4,2,2,2750,58.82
62985U,https://www.sinyi.com.tw/buy/house/62985U/?breadcrumb=list,https://res.sinyi.com.tw/buy/62985U/smallimg/A.JPG,士林區,芝玉路一段,33.27,5,3,35.6,3,2,2,2100,63.12
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/77499S/smallimg/A.JPG,北投區,中山北路七段,68.41,7,5,13.6,4,2,2,3800,55.55
27260W,https://www.sinyi.com.tw/buy/house/27260W/?breadcrumb=list,https://res.sinyi.com.tw/buy/27260W/smallimg/A.JPG,萬華區,西藏路,39.48,7,4,39.2,4,2,2,2800,70.92
61091H,https://www.sinyi.com.tw/buy/house/61091H/?breadcrumb=list,https://res.sinyi.com.tw/buy/61091H/smallimg/A.JPG,文山區,景華街,38.18,7,4,29.8,3,2,2,2950,77.27
12681B,https://www.sinyi.com.tw/buy/house/12681B/?breadcrumb=list,https://res.sinyi.com.tw/buy/12681B/smallimg/A.JPG,中山區,松江路,15.73,12,5,36.3,1,2,2,1280,81.37
19340G,https://www.sinyi.com.tw/buy/house/19340G/?breadcrumb=list,https://res.sinyi.com.tw/buy/19340G/smallimg/A.JPG,文山區,仙岩路,34.52,5,4,27.2,3,2,2,1788,51.8
09540L,https://www.sinyi.com.tw/buy/house/09540L/?breadcrumb=list,https://res.sinyi.com.tw/buy/09540L/smallimg/A.JPG,士林區,中正路,48.76,17,8,21.1,3,2,2,3688,75.64
73515G,https://www.sinyi.com.tw/buy/house/73515G/?breadcrumb=list,https://res.sinyi.com.tw/buy/73515G/smallimg/A.JPG,文山區,政大一街,38.97,5,4,6.3,2,2,1,2088,53.58
48205A,https://www.sinyi.com.tw/buy/house/48205A/?breadcrumb=list,https://res.sinyi.com.tw/buy/48205A/smallimg/A.JPG,中山區,中山北路二段,51.68,9,8,22.9,3,2,5,4998,96.71
53263R,https://www.sinyi.com.tw/buy/house/53263R/?breadcrumb=list,https://res.sinyi.com.tw/buy/53263R/smallimg/A.JPG,萬華區,青年路,31.8,12,12,34.0,2,2,5,2080,65.41
10370W,https://www.sinyi.com.tw/buy/house/10370W/?breadcrumb=list,https://res.sinyi.com.tw/buy/10370W/smallimg/A.JPG,文山區,興隆路一段,105.23,9,1,9.1,4,2,2,7980,75.83
50785G,https://www.sinyi.com.tw/buy/house/50785G/?breadcrumb=list,https://res.sinyi.com.tw/buy/50785G/smallimg/A.JPG,中山區,民生東路二段,103.48,10,4,11.1,3,2,2,9628,93.04
59852X,https://www.sinyi.com.tw/buy/house/59852X/?breadcrumb=list,https://res.sinyi.com.tw/buy/59852X/smallimg/A.JPG,士林區,福國路,21.55,8,5,43.6,2,1,1,1780,82.6
64795E,https://www.sinyi.com.tw/buy/house/64795E/?breadcrumb=list,https://res.sinyi.com.tw/buy/64795E/smallimg/A.JPG,松山區,新東街,28.45,4,2,47.7,3,2,1,2550,89.63
58465T,https://www.sinyi.com.tw/buy/house/58465T/?breadcrumb=list,https://res.sinyi.com.tw/buy/58465T/smallimg/A.JPG,中山區,新生北路三段,9.53,10,6,41.2,1,1,1,660,69.25
42924G,https://www.sinyi.com.tw/buy/house/42924G/?breadcrumb=list,https://res.sinyi.com.tw/buy/42924G/smallimg/A.JPG,士林區,中山北路六段,85.84,14,7,10.8,3,2,3,6800,79.22
61287D,https://www.sinyi.com.tw/buy/house/61287D/?breadcrumb=list,https://res.sinyi.com.tw/buy/61287D/smallimg/A.JPG,內湖區,金湖路,60.17,14,2,10.8,3,2,2,5288,87.88
64988X,https://www.sinyi.com.tw/buy/house/64988X/?breadcrumb=list,https://res.sinyi.com.tw/buy/64988X/smallimg/A.JPG,北投區,中央北路四段,81.32,18,11,18.8,3,2,2,3980,48.94
80967J,https://www.sinyi.com.tw/buy/house/80967J/?breadcrumb=list,https://res.sinyi.com.tw/buy/80967J/smallimg/A.JPG,萬華區,萬大路,27.23,4,4,46.9,2,2,1,1500,55.09
20545E,https://www.sinyi.com.tw/buy/house/20545E/?breadcrumb=list,https://res.sinyi.com.tw/buy/20545E/smallimg/A.JPG,北投區,公館路,51.74,5,5,5.3,1,2,1,3280,63.39
17962V,https://www.sinyi.com.tw/buy/house/17962V/?breadcrumb=list,https://res.sinyi.com.tw/buy/17962V/smallimg/A.JPG,大安區,延吉街,48.75,7,4,39.2,4,2,2,5500,112.82
85243K,https://www.sinyi.com.tw/buy/house/85243K/?breadcrumb=list,https://res.sinyi.com.tw/buy/85243K/smallimg/A.JPG,北投區,光明路,50.77,24,8,3.6,1,2,2,3168,62.4
79051Y,https://www.sinyi.com.tw/buy/house/79051Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/79051Y/smallimg/A.JPG,大安區,大安路一段,47.45,7,2,41.8,3,2,2,5888,124.09
58362C,https://www.sinyi.com.tw/buy/house/58362C/?breadcrumb=list,https://res.sinyi.com.tw/buy/58362C/smallimg/A.JPG,北投區,珠海路,29.88,5,2,39.2,3,2,2,1280,42.84
31654X,https://www.sinyi.com.tw/buy/house/31654X/?breadcrumb=list,https://res.sinyi.com.tw/buy/31654X/smallimg/A.JPG,大安區,和平東路三段,34.55,13,4,0.6,2,1,1,2380,68.89
54880L,https://www.sinyi.com.tw/buy/house/54880L/?breadcrumb=list,https://res.sinyi.com.tw/buy/54880L/smallimg/A.JPG,信義區,松山路,24.49,4,4,46.2,3,2,1,1880,76.77
95779V,https://www.sinyi.com.tw/buy/house/95779V/?breadcrumb=list,https://res.sinyi.com.tw/buy/95779V/smallimg/A.JPG,信義區,光復南路,37.98,5,2,42.5,3,2,2,3380,88.99
37383L,https://www.sinyi.com.tw/buy/house/37383L/?breadcrumb=list,https://res.sinyi.com.tw/buy/37383L/smallimg/A.JPG,北投區,石牌路二段,56.95,14,12,5.6,3,2,2,3980,69.89
59651D,https://www.sinyi.com.tw/buy/house/59651D/?breadcrumb=list,https://res.sinyi.com.tw/buy/59651D/smallimg/A.JPG,中正區,廈門街,47.37,7,3,39.9,4,2,2,3680,77.69
70248M,https://www.sinyi.com.tw/buy/house/70248M/?breadcrumb=list,https://res.sinyi.com.tw/buy/70248M/smallimg/A.JPG,大安區,四維路,111.76,11,4,7.8,3,2,3,11888,106.37
12416R,https://www.sinyi.com.tw/buy/house/12416R/?breadcrumb=list,https://res.sinyi.com.tw/buy/12416R/smallimg/A.JPG,中山區,新生北路三段,43.4,7,5,0.6,2,2,2,3288,75.76
28625A,https://www.sinyi.com.tw/buy/house/28625A/?breadcrumb=list,https://res.sinyi.com.tw/buy/28625A/smallimg/A.JPG,中山區,朱崙街,55.67,11,5,6.6,4,2,2,7680,137.96
98923T,https://www.sinyi.com.tw/buy/house/98923T/?breadcrumb=list,https://res.sinyi.com.tw/buy/98923T/smallimg/A.JPG,文山區,興隆路四段,78.49,9,2,6.8,3,2,2,3750,47.78
67365S,https://www.sinyi.com.tw/buy/house/67365S/?breadcrumb=list,https://res.sinyi.com.tw/buy/67365S/smallimg/A.JPG,內湖區,金龍路,24.8,12,10,27.3,2,2,5,2080,83.87
53298H,https://www.sinyi.com.tw/buy/house/53298H/?breadcrumb=list,https://res.sinyi.com.tw/buy/53298H/smallimg/A.JPG,中山區,復興南路一段,33.94,12,2,39.4,3,2,2,2986,87.98
98067G,https://www.sinyi.com.tw/buy/house/98067G/?breadcrumb=list,https://res.sinyi.com.tw/buy/98067G/smallimg/A.JPG,萬華區,中華路一段,41.19,15,5,10.3,3,2,2,3188,77.4
03090W,https://www.sinyi.com.tw/buy/house/03090W/?breadcrumb=list,https://res.sinyi.com.tw/buy/03090W/smallimg/A.JPG,士林區,芝玉路二段,81.37,10,2,23.1,4,2,2,5580,68.58
11029R,https://www.sinyi.com.tw/buy/house/11029R/?breadcrumb=list,https://res.sinyi.com.tw/buy/11029R/smallimg/A.JPG,文山區,指南路三段,39.19,13,9,10.6,2,2,2,1720,43.89
34589U,https://www.sinyi.com.tw/buy/house/34589U/?breadcrumb=list,https://res.sinyi.com.tw/buy/34589U/smallimg/A.JPG,中山區,民權東路一段,52.92,12,7,40.8,2,2,2,3975,75.11
90497L,https://www.sinyi.com.tw/buy/house/90497L/?breadcrumb=list,https://res.sinyi.com.tw/buy/90497L/smallimg/A.JPG,士林區,中山北路六段,203.77,13,10,8.8,8,2,4,19238,94.41
48922N,https://www.sinyi.com.tw/buy/house/48922N/?breadcrumb=list,https://res.sinyi.com.tw/buy/48922N/smallimg/A.JPG,南港區,經貿二路,189.94,21,19,6.3,4,2,4,17688,93.12
52378D,https://www.sinyi.com.tw/buy/house/52378D/?breadcrumb=list,https://res.sinyi.com.tw/buy/52378D/smallimg/A.JPG,內湖區,民權東路六段,102.51,14,5,12.5,4,2,2,9300,90.72
16024U,https://www.sinyi.com.tw/buy/house/16024U/?breadcrumb=list,https://res.sinyi.com.tw/buy/16024U/smallimg/A.JPG,南港區,研究院路二段,40.1,5,4,7.6,2,2,1,2380,59.35
06129L,https://www.sinyi.com.tw/buy/house/06129L/?breadcrumb=list,https://res.sinyi.com.tw/buy/06129L/smallimg/A.JPG,中正區,羅斯福路三段,14.04,10,6,8.7,1,1,1,1780,126.78
88627G,https://www.sinyi.com.tw/buy/house/88627G/?breadcrumb=list,https://res.sinyi.com.tw/buy/88627G/smallimg/A.JPG,文山區,興隆路二段,38.61,12,1,22.0,2,2,2,2150,55.69
22041N,https://www.sinyi.com.tw/buy/house/22041N/?breadcrumb=list,https://res.sinyi.com.tw/buy/22041N/smallimg/A.JPG,內湖區,港墘路,122.79,16,13,7.8,3,2,2,10800,87.96
91020N,https://www.sinyi.com.tw/buy/house/91020N/?breadcrumb=list,https://res.sinyi.com.tw/buy/91020N/smallimg/A.JPG,內湖區,民權東路六段,84.16,14,2,12.5,2,2,2,6888,81.84
70903D,https://www.sinyi.com.tw/buy/house/70903D/?breadcrumb=list,https://res.sinyi.com.tw/buy/70903D/smallimg/A.JPG,中山區,建國北路三段,30.97,12,8,34.9,3,2,2,1980,63.93
96639W,https://www.sinyi.com.tw/buy/house/96639W/?breadcrumb=list,https://res.sinyi.com.tw/buy/96639W/smallimg/A.JPG,松山區,八德路三段,37.69,6,2,48.1,3,2,2,3999,106.1
98678L,https://www.sinyi.com.tw/buy/house/98678L/?breadcrumb=list,https://res.sinyi.com.tw/buy/98678L/smallimg/A.JPG,中正區,仁愛路一段,39.78,12,11,43.5,3,2,2,4800,120.66
59725A,https://www.sinyi.com.tw/buy/house/59725A/?breadcrumb=list,https://res.sinyi.com.tw/buy/59725A/smallimg/A.JPG,中山區,中山北路二段,11.46,8,5,43.9,1,1,1,980,85.51
00723N,https://www.sinyi.com.tw/buy/house/00723N/?breadcrumb=list,https://res.sinyi.com.tw/buy/00723N/smallimg/A.JPG,士林區,重慶北路四段,33.47,10,4,24.2,3,2,2,1888,56.41
94586H,https://www.sinyi.com.tw/buy/house/94586H/?breadcrumb=list,https://res.sinyi.com.tw/buy/94586H/smallimg/A.JPG,中山區,大直街,38.38,5,4,32.7,3,2,2,2880,75.04
94505E,https://www.sinyi.com.tw/buy/house/94505E/?breadcrumb=list,https://res.sinyi.com.tw/buy/94505E/smallimg/A.JPG,內湖區,星雲街,64.09,14,11,16.2,4,2,2,6380,99.55
46279Z,https://www.sinyi.com.tw/buy/house/46279Z/?breadcrumb=list,https://res.sinyi.com.tw/buy/46279Z/smallimg/A.JPG,內湖區,民權東路六段,168.09,12,9,12.1,5,2,5,13500,80.31
35653B,https://www.sinyi.com.tw/buy/house/35653B/?breadcrumb=list,https://res.sinyi.com.tw/buy/35653B/smallimg/A.JPG,文山區,辛亥路四段,54.5,9,2,11.3,3,2,2,3130,57.43
77048S,https://www.sinyi.com.tw/buy/house/77048S/?breadcrumb=list,https://res.sinyi.com.tw/buy/77048S/smallimg/A.JPG,內湖區,行善路,109.53,9,3,10.3,4,2,2,6998,63.89
68817Y,https://www.sinyi.com.tw/buy/house/68817Y,https://res.sinyi.com.tw/buy/20974E/smallimg/A.JPG,中山區,林森北路,48.69,13,2,9.6,2,2,2,3580,73.53
86523H,https://www.sinyi.com.tw/buy/house/86523H/?breadcrumb=list,https://res.sinyi.com.tw/buy/86523H/smallimg/A.JPG,中正區,忠孝東路二段,41.0,13,9,10.7,3,2,2,5720,139.51
93391D,https://www.sinyi.com.tw/buy/house/93391D/?breadcrumb=list,https://res.sinyi.com.tw/buy/93391D/smallimg/A.JPG,中山區,林森北路,22.7,9,5,13.4,1,2,1,1688,74.36
77474Y,https://www.sinyi.com.tw/buy/house/77474Y/?breadcrumb=list,https://res.sinyi.com.tw/buy/77474Y/smallimg/A.JPG,北投區,三合街一段,53.5,9,6,5.7,3,2,2,3580,66.92
81435M,https://www.sinyi.com.tw/buy/house/81435M/?breadcrumb=list,https://res.sinyi.com.tw/buy/81435M/smallimg/A.JPG,南港區,興中路,55.65,25,21,8.4,3,2,2,4270,76.73
17873D,https://www.sinyi.com.tw/buy/house/17873D/?breadcrumb=list,https://res.sinyi.com.tw/buy/17873D/smallimg/A.JPG,內湖區,成功路二段,51.49,12,6,22.5,2,2,2,2850,55.35
05782N,https://www.sinyi.com.tw/buy/house/05782N/?breadcrumb=list,https://res.sinyi.com.tw/buy/05782N/smallimg/A.JPG,北投區,崗山路,67.84,12,11,13.2,3,2,2,2880,42.45
72027E,https://www.sinyi.com.tw/buy/house/72027E/?breadcrumb=list,https://res.sinyi.com.tw/buy/72027E/smallimg/A.JPG,北投區,新民路,20.0,6,1,39.1,1,1,5,858,42.9
69636N,https://www.sinyi.com.tw/buy/house/69636N/?breadcrumb=list,https://res.sinyi.com.tw/buy/69636N/smallimg/A.JPG,松山區,延吉街,67.4,7,2,43.0,4,2,2,4800,71.22
79703R,https://www.sinyi.com.tw/buy/house/79703R/?breadcrumb=list,https://res.sinyi.com.tw/buy/79703R/smallimg/A.JPG,松山區,八德路四段,27.45,13,12,10.8,1,1,1,2380,86.7
91019V,https://www.sinyi.com.tw/buy/house/91019V/?breadcrumb=list,https://res.sinyi.com.tw/buy/91019V/smallimg/A.JPG,內湖區,康寧路一段,30.46,4,4,43.4,3,2,2,1988,65.27
03319M,https://www.sinyi.com.tw/buy/house/03319M/?breadcrumb=list,https://res.sinyi.com.tw/buy/03319M/smallimg/A.JPG,信義區,永吉路,34.16,7,4,37.4,3,2,2,2506,73.36
09915P,https://www.sinyi.com.tw/buy/house/09915P/?breadcrumb=list,https://res.sinyi.com.tw/buy/09915P/smallimg/A.JPG,南港區,經貿二路,91.04,21,14,6.3,3,2,2,8388,92.14
63852N,https://www.sinyi.com.tw/buy/house/63852N/?breadcrumb=list,https://res.sinyi.com.tw/buy/63852N/smallimg/A.JPG,中山區,松江路,168.49,17,17,5.7,6,2,4,19800,117.51
19912V,https://www.sinyi.com.tw/buy/house/19912V/?breadcrumb=list,https://res.sinyi.com.tw/buy/19912V/smallimg/A.JPG,南港區,經貿二路,85.5,12,3,12.8,4,2,2,6388,74.71
